frame,timestamp_sec,class,confidence,x1,y1,x2,y2
241,10.041,vest,0.7787,640.33,301.49,677.93,351.19
241,10.041,vest,0.7237,601.77,298.44,636.32,346.3
241,10.041,helmet,0.5183,608.18,278.0,631.09,298.41
242,10.083,vest,0.7599,640.29,301.57,677.85,351.06
242,10.083,vest,0.7243,601.61,298.82,636.31,346.47
242,10.083,helmet,0.5215,608.09,278.27,631.09,298.63
243,10.125,vest,0.7177,601.27,299.25,636.22,347.03
243,10.125,vest,0.686,639.79,300.71,677.49,350.75
243,10.125,helmet,0.484,607.74,278.7,630.67,298.91
244,10.166,vest,0.7209,600.49,299.89,636.15,348.04
244,10.166,vest,0.6885,639.52,300.4,677.01,350.0
244,10.166,helmet,0.4415,606.9,279.78,629.22,299.63
245,10.208,vest,0.7494,600.01,300.01,635.51,349.5
245,10.208,vest,0.6803,639.16,300.2,676.72,349.44
245,10.208,helmet,0.4664,605.68,279.91,628.05,300.2
246,10.25,vest,0.7687,599.21,300.32,635.1,350.01
246,10.25,vest,0.704,639.27,300.39,676.55,349.57
246,10.25,helmet,0.4811,604.69,279.94,626.98,300.67
247,10.291,vest,0.7666,598.47,300.23,634.69,350.04
247,10.291,vest,0.7004,639.03,300.39,676.34,349.7
247,10.291,helmet,0.4582,603.96,279.52,626.19,300.3
248,10.333,vest,0.7643,597.72,299.98,633.99,349.91
248,10.333,vest,0.7464,639.08,300.79,676.24,349.85
248,10.333,helmet,0.5381,602.9,278.91,625.47,299.77
249,10.375,vest,0.798,638.97,301.07,676.35,350.17
249,10.375,vest,0.7814,596.52,298.6,633.5,349.43
249,10.375,helmet,0.557,602.27,278.22,624.85,298.72
250,10.416,vest,0.7987,638.9,301.39,676.25,350.43
250,10.416,vest,0.7818,596.02,297.91,633.32,348.93
250,10.416,helmet,0.5366,601.68,277.85,624.52,298.37
251,10.458,vest,0.8165,638.68,301.7,676.05,350.84
251,10.458,vest,0.792,595.14,297.46,633.15,348.26
251,10.458,helmet,0.495,601.64,277.63,624.41,297.89
252,10.5,vest,0.8232,638.59,302.05,676.42,351.56
252,10.5,vest,0.7807,594.37,297.61,632.81,348.04
252,10.5,helmet,0.4907,601.11,276.96,624.5,297.81
253,10.541,vest,0.8498,638.82,302.74,676.43,352.6
253,10.541,vest,0.7904,593.18,297.23,632.37,347.77
253,10.541,helmet,0.5208,600.82,276.26,624.57,297.34
254,10.583,vest,0.8556,639.01,302.84,676.74,353.11
254,10.583,vest,0.7998,592.57,296.71,632.05,347.42
254,10.583,helmet,0.5312,600.68,276.1,624.61,297.21
255,10.625,vest,0.8587,639.35,302.93,676.89,353.14
255,10.625,vest,0.8131,592.23,296.74,631.73,347.18
255,10.625,helmet,0.5609,600.63,276.09,624.64,297.28
256,10.666,vest,0.8608,639.79,303.01,677.33,353.17
256,10.666,vest,0.8158,591.81,297.09,631.1,347.35
256,10.666,helmet,0.5334,600.53,276.31,624.49,297.47
257,10.708,vest,0.8591,640.27,302.9,677.97,352.94
257,10.708,vest,0.8223,591.59,297.32,630.74,348.67
257,10.708,helmet,0.5337,600.45,276.48,624.35,297.63
258,10.75,vest,0.8577,640.62,302.4,678.63,352.62
258,10.75,vest,0.8366,590.95,297.59,630.6,349.82
258,10.75,helmet,0.5234,600.51,277.07,624.1,297.83
259,10.791,vest,0.8544,640.61,302.02,678.86,352.24
259,10.791,vest,0.8436,590.89,297.87,629.88,349.84
259,10.791,helmet,0.4919,600.57,277.39,623.98,297.9
260,10.833,vest,0.849,640.69,301.53,678.97,351.57
260,10.833,vest,0.8397,590.65,298.27,629.53,350.2
260,10.833,helmet,0.5262,600.74,277.62,623.98,298.21
261,10.875,vest,0.8451,641.46,301.09,679.77,351.29
261,10.875,vest,0.8421,590.43,298.92,629.47,350.79
261,10.875,helmet,0.5834,600.9,278.22,624.2,298.77
262,10.916,vest,0.846,641.75,300.93,680.25,351.39
262,10.916,vest,0.8449,590.54,299.71,629.68,351.14
262,10.916,helmet,0.6292,601.06,278.56,624.42,299.26
263,10.958,vest,0.846,590.73,300.52,630.51,351.87
263,10.958,vest,0.8445,642.05,300.72,680.55,351.45
263,10.958,helmet,0.6536,601.23,278.65,624.67,299.49
264,11.0,vest,0.8458,590.83,300.68,630.69,352.21
264,11.0,vest,0.8389,642.38,300.61,681.02,351.66
264,11.0,helmet,0.6762,601.4,278.5,625.16,299.56
265,11.041,vest,0.8442,591.33,299.32,631.41,352.49
265,11.041,vest,0.8346,642.9,300.59,681.26,351.79
265,11.041,helmet,0.7027,601.81,277.97,626.01,299.37
266,11.083,vest,0.8417,591.37,298.61,632.0,352.48
266,11.083,vest,0.8295,642.99,300.78,681.31,351.88
266,11.083,helmet,0.693,602.21,277.62,626.59,299.04
267,11.125,vest,0.8372,591.43,298.07,632.45,352.25
267,11.125,vest,0.8319,643.15,300.9,681.5,352.01
267,11.125,helmet,0.7166,602.1,276.64,626.9,298.45
268,11.166,vest,0.8325,591.46,297.06,632.61,351.68
268,11.166,vest,0.831,643.16,301.07,681.46,352.16
268,11.166,helmet,0.7121,602.29,276.14,626.96,297.86
269,11.208,vest,0.8364,591.47,296.46,632.87,351.45
269,11.208,vest,0.8302,643.08,301.34,681.29,352.57
269,11.208,helmet,0.7238,602.34,275.64,626.9,297.4
270,11.25,vest,0.8344,591.19,296.67,633.48,350.89
270,11.25,vest,0.8262,643.1,301.7,681.0,353.12
270,11.25,helmet,0.7331,602.17,275.15,626.72,297.03
271,11.291,vest,0.8348,591.31,296.22,633.85,350.55
271,11.291,vest,0.8312,643.17,301.78,680.88,353.54
271,11.291,helmet,0.7684,602.03,274.43,626.81,296.62
272,11.333,vest,0.8368,642.92,301.93,681.12,354.27
272,11.333,vest,0.8306,591.33,295.96,634.01,350.35
272,11.333,helmet,0.7798,601.74,273.9,626.75,296.45
273,11.375,vest,0.8392,642.65,302.13,681.07,354.95
273,11.375,vest,0.8304,591.96,295.43,634.13,350.48
273,11.375,helmet,0.7818,601.55,273.92,626.58,296.54
274,11.416,vest,0.8332,641.94,301.8,681.18,355.16
274,11.416,vest,0.8261,591.9,295.64,634.09,350.63
274,11.416,helmet,0.7698,601.26,274.02,626.17,296.62
275,11.458,vest,0.827,641.44,301.53,681.13,355.18
275,11.458,vest,0.8244,591.88,295.75,634.09,351.03
275,11.458,helmet,0.7642,601.05,274.17,625.93,296.78
276,11.5,vest,0.8158,640.56,300.88,681.01,354.66
276,11.5,vest,0.8097,592.01,296.26,634.0,351.84
276,11.5,helmet,0.7378,600.64,274.48,625.65,297.22
277,11.541,vest,0.8324,638.73,300.8,680.67,353.69
277,11.541,vest,0.8269,591.44,298.04,632.74,351.7
277,11.541,helmet,0.7223,599.91,274.93,624.79,297.66
278,11.583,vest,0.8386,638.83,300.05,681.0,353.43
278,11.583,vest,0.8375,590.95,298.7,632.11,352.23
278,11.583,helmet,0.7234,599.12,274.95,624.57,298.04
279,11.625,vest,0.8489,590.31,299.46,631.83,353.01
279,11.625,vest,0.8422,638.6,299.33,681.12,353.13
279,11.625,helmet,0.7054,598.24,275.37,623.44,298.58
280,11.666,vest,0.8538,589.0,299.64,631.25,353.77
280,11.666,vest,0.8488,637.72,299.24,680.46,352.57
280,11.666,helmet,0.6515,597.34,275.64,622.25,299.21
281,11.708,vest,0.8546,637.32,299.04,680.04,352.98
281,11.708,vest,0.8536,588.28,299.28,630.11,353.45
281,11.708,helmet,0.6449,595.6,275.77,620.6,299.45
282,11.75,vest,0.8616,587.04,298.81,630.0,353.52
282,11.75,vest,0.8557,637.0,299.03,679.78,353.09
282,11.75,helmet,0.6765,594.35,275.46,619.53,299.03
283,11.791,vest,0.8587,585.59,298.34,629.11,352.94
283,11.791,vest,0.8544,636.96,298.98,679.62,352.97
283,11.791,helmet,0.6982,593.79,274.91,618.51,297.84
284,11.833,vest,0.8566,636.9,298.98,679.24,352.93
284,11.833,vest,0.8532,585.24,297.29,628.55,352.59
284,11.833,helmet,0.7248,593.18,274.52,617.7,297.05
285,11.874,vest,0.8602,636.92,299.18,678.98,353.44
285,11.874,vest,0.8571,584.32,296.64,627.85,352.43
285,11.874,helmet,0.7535,592.5,274.19,617.15,296.62
286,11.916,vest,0.8629,636.75,299.65,678.74,353.97
286,11.916,vest,0.86,583.4,296.13,627.04,352.72
286,11.916,helmet,0.7626,592.14,273.62,616.89,296.13
287,11.958,vest,0.8654,636.59,300.2,678.86,355.56
287,11.958,vest,0.8615,582.18,295.61,626.58,352.91
287,11.958,helmet,0.7666,591.74,273.21,616.74,295.79
288,11.999,vest,0.8673,636.62,300.58,679.0,356.35
288,11.999,vest,0.8636,581.53,295.19,626.31,352.87
288,11.999,helmet,0.7735,591.56,272.86,616.73,295.42
289,12.041,vest,0.8668,637.27,301.73,679.25,357.53
289,12.041,vest,0.8629,580.7,294.81,626.37,353.1
289,12.041,helmet,0.7765,591.38,272.64,616.63,295.07
290,12.083,vest,0.8663,637.22,302.42,679.39,358.91
290,12.083,vest,0.8599,580.29,294.85,626.2,353.31
290,12.083,helmet,0.7712,591.33,272.65,616.66,295.09
291,12.124,vest,0.8643,637.3,302.57,679.38,359.34
291,12.124,vest,0.8588,580.01,295.08,626.05,353.62
291,12.124,helmet,0.758,591.3,272.7,616.68,295.14
292,12.166,vest,0.8581,637.75,302.36,679.91,359.47
292,12.166,vest,0.8577,580.1,295.51,625.93,354.03
292,12.166,helmet,0.7476,591.42,272.9,616.82,295.67
293,12.208,vest,0.8613,580.15,296.43,625.75,354.03
293,12.208,vest,0.857,638.3,302.32,680.4,359.09
293,12.208,helmet,0.75,591.52,273.43,616.82,296.53
294,12.249,vest,0.8632,580.32,297.27,625.9,354.75
294,12.249,vest,0.849,638.34,301.97,681.42,358.44
294,12.249,helmet,0.7404,591.8,273.61,617.09,296.82
295,12.291,vest,0.8644,580.3,298.04,625.63,355.45
295,12.291,vest,0.8462,638.86,301.36,682.3,357.68
295,12.291,helmet,0.7301,592.31,273.75,617.38,296.68
296,12.333,vest,0.8633,580.27,298.73,625.67,356.08
296,12.333,vest,0.8459,639.16,300.63,682.94,357.16
296,12.333,helmet,0.7048,592.53,273.95,617.72,297.22
297,12.374,vest,0.8623,580.31,299.24,625.68,356.25
297,12.374,vest,0.8475,639.6,300.08,683.72,356.51
297,12.374,helmet,0.6881,592.99,274.09,618.57,297.96
298,12.416,vest,0.8627,580.58,299.26,625.89,356.46
298,12.416,vest,0.8519,640.26,299.74,685.16,356.14
298,12.416,helmet,0.6978,593.34,273.82,619.26,297.92
299,12.458,vest,0.8641,581.0,298.79,626.11,356.11
299,12.458,vest,0.8558,640.76,299.52,685.95,355.77
299,12.458,helmet,0.7208,593.62,273.46,619.59,297.43
300,12.499,vest,0.8649,581.28,297.99,626.5,355.61
300,12.499,vest,0.8568,641.2,299.17,686.15,355.14
300,12.499,helmet,0.7595,593.89,272.74,620.35,297.04
300,12.499,no-helmet,0.4125,653.13,276.62,674.49,297.58
301,12.541,vest,0.869,581.5,296.83,627.42,355.3
301,12.541,vest,0.8567,641.3,298.93,686.43,355.38
301,12.541,helmet,0.7734,593.55,271.49,621.08,296.27
301,12.541,no-helmet,0.4219,652.81,276.31,674.18,297.33
302,12.583,vest,0.8706,581.55,296.03,628.19,355.35
302,12.583,vest,0.8573,641.34,299.29,686.49,355.95
302,12.583,helmet,0.7635,593.35,271.12,621.05,295.75
302,12.583,no-helmet,0.4551,652.62,276.22,674.26,297.43
303,12.624,vest,0.8704,581.85,295.3,629.01,355.15
303,12.624,vest,0.8581,641.35,299.63,686.61,356.71
303,12.624,helmet,0.7526,593.27,270.85,620.95,295.2
303,12.624,no-helmet,0.4283,652.51,276.59,674.21,297.58
304,12.666,vest,0.8684,582.05,294.68,629.26,355.01
304,12.666,vest,0.8584,641.15,300.16,686.49,357.76
304,12.666,helmet,0.7416,593.12,270.82,620.64,294.67
305,12.708,vest,0.8665,582.82,294.97,630.0,354.43
305,12.708,vest,0.8499,641.15,300.56,686.3,358.46
305,12.708,helmet,0.741,592.99,270.75,620.3,294.08
306,12.749,vest,0.8672,582.59,294.71,630.13,355.1
306,12.749,vest,0.8448,640.62,301.12,686.04,359.08
306,12.749,helmet,0.7423,592.82,270.7,620.01,294.02
307,12.791,vest,0.867,582.46,294.71,630.0,355.32
307,12.791,vest,0.8418,640.64,301.89,685.98,359.63
307,12.791,helmet,0.7408,592.52,270.63,619.68,294.07
308,12.833,vest,0.8676,582.4,295.01,629.64,355.87
308,12.833,vest,0.8366,640.41,301.93,684.98,360.4
308,12.833,helmet,0.7489,592.22,270.55,619.35,294.1
308,12.833,no-helmet,0.4278,650.49,280.56,672.46,301.44
309,12.874,vest,0.8692,582.28,295.7,629.04,356.64
309,12.874,vest,0.8361,639.49,302.02,683.94,360.89
309,12.874,helmet,0.7559,591.71,270.67,618.58,294.03
309,12.874,no-helmet,0.4659,649.18,280.84,671.39,301.53
310,12.916,vest,0.8696,581.6,296.21,628.54,357.51
310,12.916,vest,0.8429,639.16,301.72,682.83,360.85
310,12.916,helmet,0.7618,590.9,270.72,617.96,294.18
310,12.916,no-helmet,0.4257,648.02,280.75,670.33,301.6
311,12.958,vest,0.8658,580.77,297.16,628.28,358.33
311,12.958,vest,0.8424,638.95,301.08,681.48,360.8
311,12.958,helmet,0.7769,590.26,270.99,617.73,295.05
311,12.958,no-helmet,0.4297,647.36,280.03,669.59,301.34
312,12.999,vest,0.8621,580.43,298.37,627.84,358.82
312,12.999,vest,0.8407,638.07,301.25,681.47,360.31
312,12.999,helmet,0.7864,589.68,271.42,616.86,296.04
313,13.041,vest,0.848,579.0,298.73,626.68,358.89
313,13.041,vest,0.8399,637.58,300.46,681.28,359.74
313,13.041,helmet,0.8001,588.73,271.62,615.38,295.93
314,13.083,vest,0.8447,577.87,298.84,625.9,359.32
314,13.083,vest,0.8419,636.91,299.46,681.64,359.51
314,13.083,helmet,0.8002,587.74,271.52,614.26,296.0
314,13.083,no-helmet,0.5499,646.3,276.49,668.81,298.62
315,13.124,vest,0.8447,576.67,298.38,624.96,359.44
315,13.124,vest,0.8429,636.09,298.49,682.02,359.75
315,13.124,helmet,0.7979,586.93,271.35,613.35,295.93
315,13.124,no-helmet,0.5595,645.63,275.66,668.63,297.52
316,13.166,vest,0.8435,635.5,297.72,681.94,359.74
316,13.166,vest,0.8432,576.47,297.65,623.51,359.1
316,13.166,helmet,0.781,586.11,270.74,612.59,295.23
316,13.166,no-helmet,0.561,645.1,275.27,668.69,297.55
317,13.208,vest,0.8502,574.53,296.5,622.86,359.04
317,13.208,vest,0.8445,635.45,297.21,682.22,359.46
317,13.208,helmet,0.7845,584.74,269.56,612.03,294.92
317,13.208,no-helmet,0.5388,645.13,275.14,668.49,296.92
318,13.249,vest,0.8537,573.09,295.27,622.26,358.39
318,13.249,vest,0.8457,635.06,296.87,682.08,359.65
318,13.249,helmet,0.7641,583.98,268.35,611.42,294.11
318,13.249,no-helmet,0.5699,645.01,274.74,668.49,296.44
319,13.291,vest,0.8489,572.27,294.02,622.05,357.58
319,13.291,vest,0.8445,634.82,296.8,682.1,359.7
319,13.291,helmet,0.7687,583.34,267.86,610.22,292.78
319,13.291,no-helmet,0.5685,645.1,274.71,668.55,296.32
320,13.333,vest,0.8511,571.6,293.53,621.88,356.95
320,13.333,vest,0.8452,634.71,297.04,682.31,359.76
320,13.333,helmet,0.7763,582.58,267.48,609.34,292.42
320,13.333,no-helmet,0.6222,645.4,274.74,668.88,296.76
321,13.374,vest,0.8537,571.32,293.05,621.8,356.18
321,13.374,vest,0.8458,634.2,297.77,681.99,360.35
321,13.374,helmet,0.7804,582.52,267.19,609.36,292.23
321,13.374,no-helmet,0.659,645.86,274.82,669.39,297.23
322,13.416,vest,0.8529,634.14,298.15,682.11,360.36
322,13.416,vest,0.8529,570.87,292.88,621.64,356.21
322,13.416,helmet,0.7846,582.68,266.86,609.48,292.0
322,13.416,no-helmet,0.6861,645.98,274.47,669.73,297.19
323,13.458,vest,0.8629,633.92,298.51,682.44,360.88
323,13.458,vest,0.8527,570.37,292.61,621.49,356.32
323,13.458,helmet,0.7871,582.96,266.62,609.69,291.77
323,13.458,no-helmet,0.6798,646.13,274.01,670.2,296.77
324,13.499,vest,0.8617,633.95,299.58,683.29,361.97
324,13.499,vest,0.8529,570.12,292.49,621.08,356.53
324,13.499,helmet,0.7888,583.01,266.54,609.96,291.75
324,13.499,no-helmet,0.6653,646.61,273.97,670.61,296.78
325,13.541,vest,0.8571,634.59,301.17,684.99,363.92
325,13.541,vest,0.8463,569.93,292.8,620.68,357.65
325,13.541,helmet,0.78,583.54,267.04,610.13,291.66
325,13.541,no-helmet,0.6548,648.04,276.38,671.71,299.02
326,13.583,vest,0.8559,635.41,301.24,686.16,364.58
326,13.583,vest,0.8431,569.54,293.27,620.66,358.33
326,13.583,helmet,0.7807,583.89,267.4,610.88,291.94
326,13.583,no-helmet,0.6201,649.22,277.06,673.38,299.97
327,13.624,vest,0.8555,635.81,301.41,687.31,364.77
327,13.624,vest,0.8421,569.24,293.85,620.42,358.79
327,13.624,helmet,0.778,584.39,267.83,611.3,292.0
327,13.624,no-helmet,0.5484,650.2,277.32,673.98,300.05
328,13.666,vest,0.8517,636.2,301.11,687.95,364.73
328,13.666,vest,0.841,569.61,294.52,620.53,359.28
328,13.666,helmet,0.7686,584.68,268.29,611.31,292.28
328,13.666,no-helmet,0.6247,651.14,276.54,674.98,299.48
329,13.708,vest,0.8533,636.55,300.46,688.79,364.25
329,13.708,vest,0.8382,569.71,295.47,621.11,359.85
329,13.708,helmet,0.7597,585.31,269.36,612.37,293.88
329,13.708,no-helmet,0.6494,651.63,275.45,675.12,298.28
330,13.749,vest,0.8498,636.73,299.44,689.78,364.54
330,13.749,vest,0.8379,569.48,295.55,621.82,360.51
330,13.749,helmet,0.7658,586.15,269.86,613.12,294.13
330,13.749,no-helmet,0.6645,652.75,274.75,676.25,297.46
331,13.791,vest,0.847,637.37,299.32,689.96,364.05
331,13.791,vest,0.8382,569.8,295.38,622.42,360.65
331,13.791,helmet,0.763,586.6,269.71,613.58,294.06
331,13.791,no-helmet,0.6269,654.45,275.24,677.58,297.8
332,13.833,vest,0.8483,637.6,298.94,690.71,363.52
332,13.833,vest,0.8405,570.4,295.15,623.35,360.49
332,13.833,helmet,0.7611,586.68,269.22,614.32,294.06
332,13.833,no-helmet,0.5786,654.63,275.21,677.6,297.38
333,13.874,vest,0.848,638.25,296.72,691.9,364.1
333,13.874,vest,0.8401,570.81,294.39,623.71,359.68
333,13.874,helmet,0.7542,587.45,268.21,614.87,292.92
333,13.874,no-helmet,0.5291,654.75,274.87,677.09,296.57
334,13.916,vest,0.8473,638.79,296.37,692.1,363.68
334,13.916,vest,0.8402,571.04,293.9,624.03,359.58
334,13.916,helmet,0.76,588.22,267.78,615.22,291.92
334,13.916,no-helmet,0.5865,654.54,274.12,677.16,296.15
335,13.958,vest,0.847,639.19,295.85,692.61,363.43
335,13.958,vest,0.845,571.3,293.29,624.39,359.16
335,13.958,helmet,0.7721,588.05,267.44,615.18,291.47
335,13.958,no-helmet,0.6314,654.24,273.26,676.96,295.48
336,13.999,vest,0.8483,639.46,295.47,693.33,363.46
336,13.999,vest,0.848,571.43,292.65,625.09,358.83
336,13.999,helmet,0.7512,588.31,267.05,615.65,291.34
336,13.999,no-helmet,0.654,654.13,272.73,676.93,295.19
337,14.041,vest,0.8506,571.5,291.93,625.72,358.8
337,14.041,vest,0.8457,639.88,294.63,693.71,363.72
337,14.041,helmet,0.7289,588.15,266.52,615.77,290.42
337,14.041,no-helmet,0.6688,653.99,272.16,677.0,294.6
338,14.083,vest,0.8512,571.76,291.53,626.01,358.73
338,14.083,vest,0.8467,640.07,294.71,693.89,363.78
338,14.083,helmet,0.7498,588.12,265.96,615.49,289.44
338,14.083,no-helmet,0.6569,653.74,271.98,677.17,294.54
339,14.124,vest,0.8518,571.55,291.33,626.21,358.81
339,14.124,vest,0.8497,640.26,294.81,694.11,364.03
339,14.124,helmet,0.7454,587.83,265.59,615.3,289.19
339,14.124,no-helmet,0.6424,653.61,272.08,677.23,294.55
340,14.166,vest,0.8534,640.32,295.1,694.07,364.53
340,14.166,vest,0.8524,571.5,291.12,626.22,358.87
340,14.166,helmet,0.7224,587.71,265.22,615.13,288.97
340,14.166,no-helmet,0.6438,653.39,272.34,677.11,294.76
341,14.208,vest,0.8582,640.38,297.02,693.55,365.19
341,14.208,vest,0.852,571.32,291.04,626.42,358.93
341,14.208,helmet,0.7396,587.34,264.95,615.11,288.9
341,14.208,no-helmet,0.6406,653.35,272.89,677.22,295.75
342,14.249,vest,0.8606,640.12,297.81,693.65,366.39
342,14.249,vest,0.8494,571.22,291.39,626.37,359.42
342,14.249,helmet,0.7548,586.97,265.1,615.03,289.24
342,14.249,no-helmet,0.588,653.49,273.36,677.26,296.43
343,14.291,vest,0.8604,639.93,298.32,693.79,367.61
343,14.291,vest,0.8461,571.27,292.0,626.52,360.06
343,14.291,helmet,0.7603,586.47,265.49,614.2,289.89
343,14.291,no-helmet,0.5452,653.02,273.51,676.91,296.84
344,14.333,vest,0.8598,639.68,298.77,693.53,368.44
344,14.333,vest,0.8434,571.22,292.15,626.52,360.49
344,14.333,helmet,0.7542,585.97,265.66,613.97,290.34
344,14.333,no-helmet,0.5046,652.38,273.8,676.66,297.8
345,14.374,vest,0.8571,639.43,298.99,692.79,368.66
345,14.374,vest,0.8452,571.41,292.72,626.61,361.76
345,14.374,helmet,0.7584,585.61,266.41,613.36,290.9
346,14.416,vest,0.8547,638.9,299.02,692.57,368.85
346,14.416,vest,0.843,571.16,293.52,626.64,363.27
346,14.416,helmet,0.7689,584.76,266.98,612.0,291.42
346,14.416,no-helmet,0.4587,649.67,273.9,674.91,298.04
347,14.458,vest,0.8547,638.2,298.8,692.49,369.22
347,14.458,vest,0.8378,570.24,294.09,626.37,364.78
347,14.458,helmet,0.7517,583.82,267.3,611.0,291.55
347,14.458,no-helmet,0.474,648.41,273.53,674.14,297.81
348,14.499,vest,0.8524,637.6,298.19,692.72,369.36
348,14.499,vest,0.8351,569.23,294.62,625.58,365.49
348,14.499,helmet,0.734,582.9,267.36,610.26,291.96
348,14.499,no-helmet,0.5161,647.48,272.8,673.28,297.04
349,14.541,vest,0.8472,636.23,297.02,692.23,369.39
349,14.541,vest,0.8278,567.86,294.21,624.0,365.12
349,14.541,helmet,0.7469,580.5,267.04,608.25,291.84
350,14.583,vest,0.8439,635.69,296.52,692.06,369.31
350,14.583,vest,0.827,566.94,293.18,623.38,365.06
350,14.583,helmet,0.7132,578.75,265.91,607.3,291.75
350,14.583,no-helmet,0.4695,645.77,271.49,671.6,295.12
351,14.624,vest,0.8385,635.35,295.91,691.88,368.99
351,14.624,vest,0.8306,565.9,292.29,622.51,363.9
351,14.624,helmet,0.7386,578.01,265.25,607.0,291.09
351,14.624,no-helmet,0.5798,645.59,271.25,671.35,294.67
352,14.666,vest,0.8364,635.01,295.48,691.77,368.85
352,14.666,vest,0.8327,565.22,291.55,622.12,363.45
352,14.666,helmet,0.7172,577.45,264.29,606.91,290.62
352,14.666,no-helmet,0.5691,645.19,271.25,671.45,294.75
353,14.708,vest,0.8331,564.27,290.18,621.42,363.5
353,14.708,vest,0.8331,634.19,294.75,691.68,368.48
353,14.708,helmet,0.6295,578.36,263.86,606.29,289.78
353,14.708,no-helmet,0.5583,644.73,270.53,671.48,294.15
354,14.749,vest,0.8342,563.54,289.83,620.9,362.95
354,14.749,vest,0.8319,634.03,294.32,691.26,367.74
354,14.749,helmet,0.6616,578.35,263.5,606.06,289.16
354,14.749,no-helmet,0.4998,644.89,270.43,671.65,293.74
355,14.791,vest,0.8356,562.97,289.43,620.55,362.44
355,14.791,vest,0.8335,633.62,294.13,691.07,367.62
355,14.791,helmet,0.6456,577.93,263.39,605.84,289.21
355,14.791,no-helmet,0.4989,645.02,270.28,671.73,293.72
356,14.833,vest,0.8409,562.37,289.24,620.34,362.86
356,14.833,vest,0.834,633.27,294.0,691.3,368.99
356,14.833,helmet,0.6203,577.18,263.31,604.8,288.61
356,14.833,no-helmet,0.5051,645.07,270.28,671.8,293.77
357,14.874,vest,0.8459,561.8,288.9,620.17,362.92
357,14.874,vest,0.8331,632.94,294.12,691.27,369.81
357,14.874,helmet,0.5755,577.18,263.48,604.27,287.91
357,14.874,no-helmet,0.5312,645.2,269.7,672.11,293.75
358,14.916,vest,0.8451,561.22,288.8,620.0,362.95
358,14.916,vest,0.8346,632.34,294.63,692.23,369.66
358,14.916,helmet,0.5698,577.26,263.39,604.39,287.77
358,14.916,no-helmet,0.5513,645.71,269.76,672.32,293.78
359,14.958,vest,0.841,632.37,295.23,692.56,370.09
359,14.958,vest,0.835,560.41,288.64,620.36,363.51
359,14.958,helmet,0.564,577.34,263.38,604.45,287.72
359,14.958,no-helmet,0.515,645.98,269.79,672.76,294.01
360,14.999,vest,0.8463,632.83,296.29,693.03,371.16
360,14.999,vest,0.8307,560.48,289.19,620.39,364.81
360,14.999,helmet,0.562,577.24,263.66,604.83,288.21
360,14.999,no-helmet,0.4382,646.7,270.68,673.46,295.13
361,15.041,vest,0.8503,633.12,297.19,693.16,373.37
361,15.041,vest,0.8221,559.18,290.53,618.98,367.87
361,15.041,helmet,0.6466,578.86,263.93,606.68,288.74
361,15.041,boots,0.4353,593.21,431.86,614.04,451.37
362,15.083,vest,0.8503,633.63,298.11,693.49,374.03
362,15.083,vest,0.8269,558.91,291.37,618.77,369.44
362,15.083,helmet,0.6797,579.43,264.3,607.79,289.46
362,15.083,boots,0.5025,591.89,432.51,613.77,451.81
363,15.124,vest,0.8517,633.98,298.49,694.13,373.96
363,15.124,vest,0.8331,558.78,292.65,619.43,370.17
363,15.124,helmet,0.7108,579.43,263.98,608.93,290.19
363,15.124,boots,0.6109,591.06,433.48,613.29,453.16
364,15.166,vest,0.854,635.26,298.78,694.12,374.18
364,15.166,vest,0.8348,559.07,293.59,619.55,370.54
364,15.166,helmet,0.7647,580.03,263.5,609.84,290.27
364,15.166,boots,0.5051,590.69,434.91,612.55,455.6
365,15.208,vest,0.8559,636.21,297.56,695.26,373.94
365,15.208,vest,0.8313,559.69,293.45,620.39,370.67
365,15.208,helmet,0.777,581.28,263.33,611.47,290.34
366,15.249,vest,0.8576,636.57,296.48,696.05,373.69
366,15.249,vest,0.8298,560.37,292.92,620.87,370.81
366,15.249,helmet,0.8072,582.3,262.79,612.66,290.35
366,15.249,no-helmet,0.435,653.76,270.7,681.23,296.93
367,15.291,vest,0.8576,636.73,295.81,697.02,373.09
367,15.291,vest,0.8279,560.38,291.8,620.77,371.12
367,15.291,helmet,0.8097,583.19,262.39,613.35,289.85
367,15.291,boots,0.4189,665.87,435.6,684.3,454.43
368,15.333,vest,0.8549,636.99,295.21,697.89,372.72
368,15.333,vest,0.8274,560.57,291.59,621.32,371.19
368,15.333,helmet,0.813,583.81,261.37,613.93,288.99
369,15.374,vest,0.8531,637.16,294.65,698.34,372.43
369,15.374,vest,0.8271,560.98,290.88,622.33,370.95
369,15.374,helmet,0.8132,584.02,260.34,613.6,287.53
370,15.416,vest,0.8463,637.55,293.89,698.85,372.31
370,15.416,vest,0.8271,561.29,290.3,623.56,370.63
370,15.416,helmet,0.8144,584.02,258.96,613.73,286.51
370,15.416,no-helmet,0.4105,655.33,267.35,682.08,293.1
371,15.458,vest,0.846,638.07,292.94,699.71,372.28
371,15.458,vest,0.8276,561.6,289.79,624.42,370.13
371,15.458,helmet,0.8068,584.13,258.31,614.37,286.5
371,15.458,boots,0.407,592.88,439.66,613.18,458.22
372,15.499,vest,0.847,638.62,292.8,700.05,372.64
372,15.499,vest,0.8263,562.05,289.12,625.23,369.94
372,15.499,helmet,0.8068,584.26,257.17,614.75,285.59
